# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.updates.count,1715137256116000000,1715137316115000000,0
workspaceModel.check.recursive.update.ms,1715137256116000000,1715137316115000000,0
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1715137256116000000,1715137316115000000,3
workspaceModel.loading.from.cache.ms,1715137256116000000,1715137316115000000,0
workspaceModel.cachedValueWithParameters.calculated.ms,1715137256116000000,1715137316115000000,0
workspaceModel.loading.total.ms,1715137256116000000,1715137316115000000,0
workspaceModel.cachedValueWithParameters.clear.ms,1715137256116000000,1715137316115000000,0
workspaceModel.collect.changes.ms,1715137256116000000,1715137316115000000,0
workspaceModel.to.snapshot.ms,1715137256116000000,1715137316115000000,0
workspaceModel.cachedValueWithParameters.from.cache.ms,1715137256116000000,1715137316115000000,0
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1715137256116000000,1715137316115000000,0
workspaceModel.cachedValue.calculated.ms,1715137256116000000,1715137316115000000,1
workspaceModel.workspaceFileIndexData.init.ms,1715137256116000000,1715137316115000000,0
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1715137256116000000,1715137316115000000,0
workspaceModel.workspaceFileIndexData.processFileSets.ms,1715137256116000000,1715137316115000000,0
workspaceModel.init.bridges.ms,1715137256116000000,1715137316115000000,0
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1715137256116000000,1715137316115000000,0
workspaceModel.workspaceFileIndexData.instances.count,1715137256116000000,1715137316115000000,0
workspaceModel.cachedValue.total.get.ms,1715137256116000000,1715137316115000000,1
workspaceModel.initializing.ms,1715137256116000000,1715137316115000000,0
workspaceModel.pre.handlers.ms,1715137256116000000,1715137316115000000,0
workspaceModel.cachedValue.clear.ms,1715137256116000000,1715137316115000000,0
workspaceModel.update.unloaded.entities.ms,1715137256116000000,1715137316115000000,0
workspaceModel.replace.project.model.ms,1715137256116000000,1715137316115000000,0
workspaceModel.workspaceFileIndexData.markDirty.ms,1715137256116000000,1715137316115000000,0
workspaceModel.workspaceFileIndexData.getPackageName.ms,1715137256116000000,1715137316115000000,1
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1715137256116000000,1715137316115000000,0
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1715137256116000000,1715137316115000000,7
cacheStateStorage.get.counter,1715137256116000000,1715137316115000000,1
cacheStateStorage.set.duration,1715137256116000000,1715137316115000000,0
cacheStateStorage.set.counter,1715137256116000000,1715137316115000000,0
cacheStateStorage.get.duration,1715137256116000000,1715137316115000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1715137256116000000,1715137316115000000,0
FilePageCacheLockFree.totalBytesWritten,1715137256116000000,1715137316115000000,0
FilePageCacheLockFree.housekeeperTimeSpentMs,1715137256116000000,1715137316115000000,0
FilePageCache.totalPageLoadsUs,1715137256116000000,1715137316115000000,24871
FilePageCacheLockFree.totalPagesRequested,1715137256116000000,1715137316115000000,0
FilePageCacheLockFree.totalPagesWritten,1715137256116000000,1715137316115000000,0
FilePageCacheLockFree.totalPagesReclaimed,1715137256116000000,1715137316115000000,0
FilePageCache.pageLoads,1715137256116000000,1715137316115000000,10
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1715137256116000000,1715137316115000000,0
FilePageCache.capacityInBytes,1715137256116000000,1715137316115000000,503316478
FilePageCacheLockFree.totalPagesRequestsMs,1715137256116000000,1715137316115000000,0
DirectByteBufferAllocator.reclaimed,1715137256116000000,1715137316115000000,0
StreamlinedBlobStorage.recordsAllocated,1715137256116000000,1715137316115000000,0
FilePageCacheLockFree.totalPagesAllocated,1715137256116000000,1715137316115000000,0
DirectByteBufferAllocator.disposed,1715137256116000000,1715137316115000000,0
FilePageCacheLockFree.totalPagesWriteMs,1715137256116000000,1715137316115000000,0
StorageLockContext.competingThreads.max,1715137256116000000,1715137316115000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1715137256116000000,1715137316115000000,0
FilePageCache.disposedBuffers,1715137256116000000,1715137316115000000,0
FilePageCacheLockFree.totalBytesRequested,1715137256116000000,1715137316115000000,0
FilePageCache.totalPageDisposalsUs,1715137256116000000,1715137316115000000,32
FilePageCacheLockFree.totalClosedStoragesReclaimed,1715137256116000000,1715137316115000000,0
StreamlinedBlobStorage.recordsRelocated,1715137256116000000,1715137316115000000,0
